raman_shift_reported_cm-1,counts,wavelength_true_nm,raman_shift_corrected_cm-1
166.513,718.38876,796.3846748375038,189.2609268607263
170.588,723.61919,796.6423795372076,193.32289056532775
174.658,752.3937,796.8999348922513,197.37987542153877
178.726,756.61725,797.1575304785946,201.43487182259838
182.79,771.90991,797.4150394443564,205.48588615025218
186.851,789.81655,797.6725248841663,209.53391519593427
190.909,841.93141,797.9299865905014,213.57895894828437
194.963,891.22834,798.1873608485848,217.62002058683126
199.014,933.885,798.4447108753569,221.65809690683196
203.062,968.49119,798.7020364625633,225.6931878969544
207.107,947.1632,798.9593374017157,229.7252935458795
211.148,940.12172,799.2165498128718,233.75341702812705
215.185,894.84984,799.4736733638784,237.7775583286201
219.22,853.19898,799.7308352289939,241.79971106564128
223.251,820.60325,799.987907733134,245.8178815958217
227.279,776.9375,800.2449543788623,249.83306672330013
231.304,762.24758,800.5019749562341,253.84526643680312
235.325,747.15622,800.7589053373829,257.8534839033954
239.344,745.34621,801.0158731061665,261.85971275393416
243.358,743.53554,801.2726861755493,265.8609625083878
247.37,740.51706,801.5295362109952,269.86022362431896
251.378,734.47976,801.7862949604503,273.8555024408944
255.383,753.80035,802.0430262124192,277.8477957710848
259.385,744.14101,802.2997297552772,281.8371036036882
263.384,741.72666,802.5564053771677,285.8234259275026
267.379,749.97694,802.8129886193312,289.80576589969627
271.371,733.0719,803.0695434338113,293.78512033825103
275.36,738.30355,803.3260696080318,297.761489232004
279.346,749.5728,803.5825669291854,301.73487256979433
283.328,763.25609,803.8389707729242,305.70427350385495
287.308,784.38455,804.095409707416,309.67168569504076
291.284,799.67833,804.3517546553518,313.6351154577445
295.256,773.92039,804.6080052794329,317.59456277713656
299.226,756.61102,804.864290394184,321.55202132151584
303.192,723.81336,805.1204806744787,325.50549739789614
307.155,726.02711,805.3766404407011,329.45598783550025
311.115,722.60577,805.6327694781529,333.4034926232498
315.072,725.82542,805.888867571906,337.34801175006004
319.025,728.44146,806.1448697246998,341.2885483571439
322.976,728.2402,806.4009052441179,345.2270961276497
326.923,745.74681,806.6568443090966,349.161661353859
330.867,770.29522,806.9127514858711,353.0932408724432
334.808,813.1536,807.1686265583457,357.0218346723758
338.745,867.07985,807.4244043218816,360.94644588877037
342.68,916.98132,807.680214495289,364.86906821709806
346.611,942.93876,807.9359268438884,368.78770793742154
350.539,928.45043,808.1916061389622,372.70336189258995
354.464,913.35864,808.4472521632523,376.6160300716203
358.386,914.76955,808.7028646992724,380.5257124635296
362.304,928.65213,808.958378293347,384.43141219616496
366.22,958.23221,809.2139231581597,388.33512297970594
370.132,975.73749,809.4693685623125,392.234851079613
374.041,940.52629,809.7247795233524,396.13159334612754
377.947,873.52114,809.9801558226375,400.0253497683142
381.85,829.25176,810.2354972412994,403.91612033524206
385.75,815.57023,810.4908035602446,407.8039050359932
389.647,809.53522,810.7460745601534,411.68870385966056
393.54,821.60838,811.0012444549811,415.56951992443095
397.431,810.13574,811.2564441166056,419.4483469600039
401.318,814.16076,811.5115421506791,423.323191212487
405.202,846.56067,811.7666039034586,427.19504954190745
409.083,870.3091,812.0216291544773,431.06392193739293
412.961,940.33088,812.2766176830436,434.9298083880862
416.836,1064.47756,812.5315692682422,438.79270888313874
420.708,1189.42112,812.7864836889331,442.65262341170853
424.576,1176.54849,813.0412948263395,446.50855508240664
428.442,1069.91557,813.2961342123051,450.3624976443161
432.304,935.91012,813.5508697887933,454.2124573243063
436.164,874.53828,813.8056332527631,458.06042787629576
440.02,863.27128,814.0602923801423,461.90441552235734
443.873,851.8021,814.3149129286315,465.74541713466584
447.723,876.15106,814.569494675508,469.583432702442
451.57,935.10749,814.8240373978263,473.41846221491323
455.414,1088.83149,815.0785408724182,477.2505056613134
459.255,1306.12745,815.3330048758946,481.07956303089156
463.093,1337.11157,815.5874291846436,484.9056343128968
466.928,1129.27365,815.8418135748323,488.72871949659543
470.759,928.66987,816.0960914279193,492.5478216763284
474.588,841.94705,816.3503952671377,496.36493463003353
478.414,799.68932,816.6046585149621,500.1790614532616
482.236,780.17019,816.8588144277878,503.98920523681915
486.056,760.04624,817.1129957769679,507.79735976580605
489.872,755.01514,817.3670692580846,511.6015312313566
493.686,756.02388,817.6211678079616,515.4037134233545
497.496,758.64062,817.8751579558057,519.2019125281914
501.304,771.31594,818.1291728039604,522.9981223405108
505.108,770.30914,818.3830787152095,526.7903490419881
508.909,793.24739,818.6369421481127,530.5795895252201
512.708,842.74785,818.8908297270436,534.3668406875522
516.503,925.84885,819.1446075650736,538.1501087035803
520.295,1104.11911,819.3983422446248,541.9303904694874
524.085,1447.76137,819.6521005140049,545.7086828861753
527.871,2000.97576,819.9057482364684,549.482992121186
531.654,2582.64161,820.1593521183551,553.2543150742631
535.435,2691.62432,820.4129790319606,557.0236486498753
539.212,2277.71825,820.6664945906206,560.7889990085196
542.986,1721.54713,820.9199656246468,564.5513630534999
546.758,1353.19567,821.1734591303749,568.3117376928305
550.526,1138.31919,821.4268404711228,572.068129079987
554.291,1020.21265,821.6801766012268,575.821534121823
558.054,951.80362,821.9335346411141,579.5729497298894
561.813,894.05783,822.1867797039876,583.3203820506598
565.57,860.25696,822.4400463009835,587.0658249189538
569.323,841.14337,822.6931993785012,590.8072844765829
573.074,818.60794,822.9463736136388,594.5467545630571
576.821,805.92947,823.1994337859508,598.28224131553
580.566,785.19968,823.4525147385403,602.0157385782038
584.307,812.36289,823.7054810840766,605.7452524835857
588.046,804.11066,823.9584678317093,609.4727768805462
591.782,791.63441,824.211407151244,613.1973148295342
595.515,773.1202,824.4642988114404,616.9188663200957
599.245,741.12268,824.7171425808443,620.6374313417855
602.971,730.25649,824.9698703787781,624.3520129481047
606.695,735.28902,825.2226176297215,628.0646049995859
610.417,760.44497,825.4753842265585,631.7752074892899
614.135,829.8673,825.7280341139832,635.481826531197
617.85,989.83196,825.9806349501457,639.1854590521323
621.562,1123.42764,826.2331865023136,642.8861050416937
625.272,1086.40106,826.4857566365906,646.5847614325004
628.978,892.43771,826.7382089634117,650.2794343293187
632.682,773.11939,826.9906794892127,653.9721176089379
636.382,737.5087,827.2430316572337,657.6608173715273
640.08,734.49215,827.4954016402769,661.347527498499
643.775,710.54584,827.7477210219163,665.031251034199
647.467,697.66669,827.9999895679526,668.7119879682886
651.156,682.57273,828.2522070439762,672.3897382904307
654.842,682.37014,828.5043732153674,676.0645019903084
658.525,680.96213,828.7564878472964,679.7362790576062
662.206,672.5114,829.0086192209424,683.4060664365053
665.883,670.69976,829.2606301103596,687.0718702088716
669.558,677.33898,829.5126573542893,690.735684274542
673.23,690.21536,829.7646322008567,694.3965116687381
676.899,696.85598,830.0165544141978,698.0543523811838
680.565,703.29834,830.2684237582398,701.7092064016159
684.228,686.19362,830.5202399967014,705.3610737197714
687.888,664.45934,830.7720028930937,709.0099543254025
691.545,653.39208,831.0237122107194,712.6558482082636
695.2,650.77775,831.2754366048125,716.2997523228829
698.852,656.41296,831.5271070297102,719.9406696965478
702.501,656.81631,831.7787232481044,723.5786003190344
706.147,668.28436,832.0302850224806,727.213544180138
709.79,719.99735,832.2817921151174,730.8455012696477
713.43,845.55696,832.5332442880872,734.4744715773741
717.068,1073.53155,832.7847104462566,738.1014520646913
720.702,1154.21607,833.0360521071061,741.724448779426
724.334,992.85042,833.2874073599307,745.3454556556669
727.963,781.77368,833.53870682299,748.9634757116854
731.589,678.94822,833.7899502573382,752.5785089373222
735.213,634.07294,834.0412067760205,756.1915522996394
738.833,630.85154,834.2923374771416,759.8006118352115
742.451,626.82609,834.5434808673987,763.4076814894468
746.066,622.80192,834.7945673548436,767.0117642750106
749.678,608.11342,835.045596699519,770.6128601817877
753.287,593.82672,835.2965686612644,774.2109691996689
756.894,597.04622,835.5475526031189,777.8070883025096
760.498,593.62422,835.798478764881,781.4002204985043
764.098,586.58101,836.049277218603,784.9893687913718
767.697,583.76391,836.300156784882,788.5775241296255
771.292,589.19633,836.5509081609913,792.1616955446033
774.884,641.71733,836.80160079275,795.7428800124395
778.474,728.84663,837.0523042933883,799.3220745137553
782.061,760.24007,837.3029486501616,802.8982820500706
785.645,671.70153,837.553533621106,806.4715026113436
789.227,587.58683,837.8041289446312,810.042733181554
792.805,575.1097,838.0545944591482,813.6099797637704
796.381,570.68295,838.3050699251844,817.175236337115
799.954,572.29441,838.5554851194062,820.7375058975723
803.525,560.01733,838.8059099471978,824.2977854336017
807.092,556.59378,839.0562039106633,827.8540809393965
810.657,551.1617,839.3065071050952,831.4083864030042
814.219,554.38221,839.5567491386013,834.9597048159922
817.779,540.09414,839.8070000836286,838.5090331712868
821.335,539.08761,840.0571191058075,842.0543774542342
824.889,551.9668,840.3072466353689,845.5977316617855
828.44,555.38822,840.5573121117802,849.138098781095
831.989,538.28364,840.8073857746375,852.6764758095477
835.534,548.54627,841.0573264529363,856.2108687236729
839.077,547.13659,841.3072749120129,859.7432715292904
842.617,558.20525,841.5571604226166,863.2726872091702
846.155,557.8034,841.8070533915753,866.8001127651293
849.689,549.55027,842.0568123110935,870.3235541649063
853.221,543.10998,842.3065782817757,873.8450054231704
856.751,533.45131,842.556351183788,877.3644665333383
860.277,526.81152,842.8059892566381,880.8799434565695
863.801,532.6478,843.0556338524974,884.3934302141492
867.322,529.62971,843.3052139466741,887.9039297811842
870.841,529.83122,843.5548002388624,891.4124391672324
874.356,533.25228,843.8042506314955,894.9169643247194
877.869,532.84962,844.0537068123077,898.419499283723
881.38,514.73777,844.3031686602162,901.9200440376881
884.887,510.91472,844.552493824751,905.4166045325044
888.392,515.74267,844.8018242454274,908.91117480482
891.895,515.94492,845.0511598006358,912.4037548481081
895.394,519.567,845.3003578869067,915.8923506017184
898.891,545.12274,845.5495606956368,919.3789561088802
902.385,606.90051,845.7986967796612,922.8625743338387
905.877,664.04981,846.0478372575026,926.3442022971308
909.366,649.76176,846.2969105974505,929.8228429608378
912.852,583.75823,846.5459165505292,933.2984963151994
916.335,532.04263,846.7948548675708,936.7711623504515
919.816,517.75488,847.0437968347725,940.2418380915091
923.294,511.92024,847.2926707512588,943.7095264961337
926.77,508.49934,847.5415479871017,947.1752245914107
930.243,512.32249,847.7903567568228,950.6379353329598
933.713,505.48145,848.0390968103084,954.0976587110576
937.181,505.27879,848.2878396434799,957.555391756053
940.646,503.06588,848.5365133439045,961.0101374203347
944.108,516.74977,848.7851176609032,964.4618956942096
947.568,523.39019,849.0337242162917,967.911663611275
951.025,544.11789,849.2822609706425,971.3584441207123
954.479,562.02791,849.5307276727126,974.8022372128416
957.931,575.71321,849.7791960702558,978.2440399245173
961.38,548.54544,850.0275939968093,981.6828552017005
964.826,526.4092,850.2759212005698,985.1186830347482
968.27,523.59145,850.5242495552703,988.5525204637435
971.711,522.78565,850.7725067673751,991.9833704314534
975.15,533.65315,851.0207647946357,995.412229980125
978.586,532.44688,851.2689512587801,998.8381020504025
982.019,538.28263,851.5170659070744,1002.260986632665
985.45,540.09267,851.7651808233298,1005.681880772377
988.878,557.1975,852.0132235021272,1009.0997874070018
992.304,568.46561,852.261266111348,1012.5157035841492
995.727,602.27249,852.5092360607878,1015.9286322391526
999.147,643.52354,852.7571330967883,1019.3385733624325
1002.565,654.79301,853.0050295133688,1022.7465240048158
1005.98,637.48764,853.2528525931059,1026.1514870984665
1009.393,604.08453,853.5006747141399,1029.5544596963498
1012.803,576.92107,853.7484230742151,1032.9544447285089
1016.21,557.00138,853.9960974187553,1036.3514421854004
1019.615,560.42227,854.2437702521121,1039.7464491231924
1023.017,546.1328,854.4913686447436,1043.138468468769
1026.417,552.97348,854.7389651851707,1046.5284972804313
1029.814,551.76531,854.9864868589751,1049.915538482956
1033.209,563.23541,855.2340063388704,1053.3005891367716
1036.601,588.99347,855.4814505255396,1056.6826521645507
1039.99,615.15167,855.7288191631304,1060.0617275567963
1043.377,673.70795,855.9761850506744,1063.4388123771241
1046.761,727.63507,856.2234749614709,1066.8129095450654
1050.143,744.33783,856.4707617787891,1070.1850161263508
1053.522,733.67112,856.7179721909881,1073.5541350384115
1056.899,718.37954,856.9651791655984,1076.9212633491036
1060.273,693.42939,857.2123093060177,1080.2854039737597
1063.644,645.53722,857.4593623551295,1083.6465569029363
1067.013,616.55942,857.706411406883,1087.0057192076615
1070.38,600.05861,857.9534563307816,1090.362890881645
1073.743,573.49628,858.2003501243331,1093.7160777535005
1077.105,566.65534,858.4473128374581,1097.068271061468
1080.464,562.63015,858.6941974249914,1100.4174766331273
1083.82,562.22834,858.9410036287416,1103.763694459076
1087.174,567.86237,859.187804795644,1107.1079216166522
1090.525,558.80743,859.4345271465493,1110.4491610118191
1093.874,561.22193,859.6812441127599,1113.7884097240183
1097.22,580.5404,859.9278818300684,1117.1246706571415
1100.564,595.63184,860.1745138141637,1120.4589408927188
1103.905,601.46679,860.4210661157613,1123.7902233325776
1107.243,611.5279,860.6675384754272,1127.1185179673594
1110.579,631.45045,860.9140045354566,1130.4448218817402
1113.913,642.51802,861.160464163217,1133.7691350694965
1117.244,628.43169,861.4068432392252,1137.0904604283148
1120.573,622.19299,861.65321553244,1140.4097950459975
1123.899,625.61446,861.8995068382461,1143.7261418181733
1127.223,614.34547,862.1457910100681,1147.0404978347267
1130.544,619.37601,862.3919937581408,1150.351865989226
1133.862,615.75386,862.6381148216237,1153.6602462723774
1137.179,609.11375,862.8843024218348,1156.967632879478
1140.492,614.54763,863.1303337013336,1160.2710344974562
1143.804,613.13869,863.3764312495633,1163.5734424270192
1147.112,619.57779,863.6223719541757,1166.8718653489113
1150.418,610.72325,863.8683042479652,1170.1682974636162
1153.722,619.1754,864.1142279963616,1173.4627387649716
1157.024,633.86517,864.3601430646502,1176.7551892468102
1160.322,636.48074,864.6059002414277,1180.0436546839676
1163.619,657.00739,864.8517228790824,1183.3311263957148
1166.913,665.05607,865.0974617234272,1186.6156101558722
1170.204,672.50195,865.343116511709,1189.8971059552157
1173.493,682.16093,865.5887616891291,1193.1766108981383
1176.78,675.72335,865.834397120011,1196.4541249784993
1180.064,677.13371,866.0799478754336,1199.7286510745191
1183.345,678.94495,866.3254136919575,1203.00018917701
1186.624,695.64428,866.5708691840302,1206.2697363944683
1189.901,697.45408,866.8163142153372,1209.5372927207786
1193.175,703.89166,867.0616736863564,1212.8018610300983
1196.447,727.43412,867.3070223385218,1216.0644384340085
1199.717,753.79542,867.5523600350567,1219.3250249264033
1202.984,797.46037,867.7976115484398,1222.5826233784012
1206.248,846.55596,868.0427766140352,1225.8372337808628
1209.51,876.73777,868.2879301426603,1229.0898532494502
1212.77,929.25413,868.5330719969036,1232.3404817780838
1216.027,996.25792,868.7781267785186,1235.5881222338398
1219.282,1022.21278,869.0231695254092,1238.833771735454
1222.534,1041.72783,869.2681247539404,1242.0764331479888
1225.784,1032.07137,869.5130675867582,1245.317103592211
1229.032,1009.33493,869.7579978856751,1248.5557830620598
1232.277,994.44584,870.0028400389479,1251.7914744195796
1235.52,948.97171,870.2476692963809,1255.025174788588
1238.76,894.44233,870.4924099607981,1258.2558870291236
1241.998,849.37197,870.7371373667943,1261.4846082670338
1245.234,830.05614,870.9818513754091,1264.7113384962795
1248.467,838.10506,871.2264761612927,1267.9350805738875
1251.698,867.07962,871.4710871862682,1271.1568316287448
1254.926,913.55859,871.7156085395101,1274.3755945158769
1258.152,1012.75618,871.960115767678,1277.5923663661988
1261.375,1128.44682,872.2045328744605,1280.8061500327403
1264.597,1206.91421,872.4490113905413,1284.0189397903814
1267.815,1190.21469,872.6933234783503,1287.227744207252
1271.032,1100.68238,872.9376966952311,1290.435554703207
1274.246,1012.35501,873.18197897468,1293.6403769853362
1277.457,968.28843,873.4261700483735,1296.8422110446365
1280.667,954.60861,873.6704218722593,1300.0430511660295
1283.874,943.7438,873.914582123712,1303.2409030506142
1287.078,966.27954,874.1586505339122,1306.4357666894193
1290.28,1014.97205,874.402703073976,1309.628639223413
1293.48,1062.85814,874.6467396026445,1312.8195206466237
1296.678,1156.01402,874.8907599785172,1316.0084109530815
1299.873,1356.40256,875.1346876920192,1319.1943129838837
1303.065,1624.17057,875.378522473513,1322.3772267300878
1306.256,1922.89583,875.62241695983,1325.5591464925947
1309.444,2061.08384,875.86621814497,1328.7380779566038
1312.629,1891.9182,876.1099257588055,1331.9140211131923
1315.813,1581.12014,876.3536926936413,1335.0889702692307
1318.994,1362.63793,876.5973656870783,1338.260931103975
1322.172,1291.01327,876.8409444685009,1341.4299036085265
1325.349,1263.65358,877.0845821857686,1344.5978820957114
1328.522,1276.12504,877.3280485680023,1347.7618750770127
1331.694,1322.99995,877.57157360011,1350.9248740290955
1334.863,1408.30236,877.8150035921943,1354.084884621358
1338.03,1539.47932,878.0584151528966,1357.2429040097327
1341.195,1597.81891,878.3018081387149,1360.3989321883128
1344.357,1525.1956,878.5451054405304,1363.5519719844128
1347.517,1435.66914,878.7883837946109,1366.7030205569401
1350.675,1361.83489,879.0316430570093,1369.852077899999
1353.83,1322.80544,879.2748059900293,1372.9981468379722
1356.983,1313.74972,879.5179494576032,1376.1422245327292
1360.134,1335.47959,879.76107331534,1379.284310978389
1363.282,1361.43311,880.0041001969317,1382.4234089964057
1366.428,1393.62463,880.2471070940122,1385.5605157516056
1369.572,1401.4706,880.4900938617479,1388.6956312381235
1372.713,1419.17425,880.7329830051865,1391.8277582744902
1375.853,1420.98366,880.9759290364206,1394.9588912050715
1378.989,1449.55178,881.2186996320114,1398.0860384942634
1382.124,1464.43582,881.4615268247084,1401.2121916659546
1385.256,1449.55226,881.7042555552576,1404.335356358212
1388.386,1462.82886,881.9469631134141,1407.4565297427455
1391.514,1435.87157,882.1896493533238,1410.5757118137128
1394.639,1409.92164,882.4322364797229,1413.6919053828449
1397.762,1350.1662,882.6748019101976,1416.8061076248002
1400.883,1303.89307,882.9173454984556,1419.9183185337454
1404.002,1285.18438,883.1598670980658,1423.0285381038586
1407.118,1280.75894,883.4022887420725,1426.1357691430082
1410.232,1281.96491,883.6446880185658,1429.241008829743
1413.344,1280.3542,883.8870647806784,1432.344257158264
1416.453,1275.12398,884.1293409326429,1435.4445169335374
1419.56,1265.46636,884.3715941904683,1438.5427853370425
1422.665,1275.72956,884.6138244068514,1441.6390623629877
1425.768,1266.0713,884.856031434351,1444.733348005573
1428.868,1297.2557,885.0981370054043,1447.8246450659267
1431.966,1295.04435,885.340219006638,1450.9139507294155
1435.062,1295.04568,885.5822772901766,1454.0012649902583
1438.156,1302.89382,885.8243117080085,1457.0865878426785
1441.247,1289.21141,886.066243820711,1460.1689220839646
1444.336,1274.52378,886.3081516855968,1463.2492649033582
1447.423,1271.50603,886.550035154222,1466.3276162950974
1450.508,1270.50048,886.7918940780047,1469.4039762534164
1453.59,1267.07945,887.0336498456026,1472.477347571788
1456.67,1241.72715,887.2753806850808,1475.5487274433085
1459.748,1233.0786,887.5170864474281,1478.61811586224
1462.824,1219.59964,887.7587669834963,1481.6855128228324
1465.897,1209.74325,888.0003435099626,1484.7499211147372
1468.968,1203.90498,888.2418944257105,1487.8123379349147
1472.037,1201.89256,888.483419581163,1490.8727632776383
1475.104,1194.44765,888.7249188266072,1493.9311971371708
1478.169,1171.10768,888.9663920121952,1496.9876395077956
1481.231,1145.9599,889.2077601395438,1500.0410931744118
1484.291,1132.07777,889.4491018211553,1503.0925553387742
1487.349,1124.63388,889.6904169067544,1506.1420259951753
1490.404,1118.39688,889.9316262688789,1509.1885079256692
1493.458,1089.42189,890.1728876681851,1512.2339955480788
1496.509,1102.09894,890.4140429569861,1515.2764944312778
1499.558,1091.83679,890.6551709614989,1518.3170017818154
1502.605,1098.67909,890.8962715307532,1521.3555175939953
1505.649,1093.44688,891.1372653220811,1524.3910446451503
1508.692,1098.07548,891.3783105244477,1527.4255773626146
1511.732,1090.4293,891.6192485604314,1530.4571213057986
1514.77,1083.18947,891.8601584700681,1533.4866736860156
1517.806,1088.8223,892.1010401016957,1536.5142344975886
1520.839,1088.21817,892.3418138973484,1539.5388065131476
1523.871,1094.65837,892.5826384744961,1542.5623841695021
1526.9,1094.05534,892.8233548257949,1545.5829730166326
1529.927,1113.77723,893.0640422051986,1548.601570270597
1532.952,1119.41181,893.3047004603574,1551.6181759257438
1535.974,1099.49025,893.5452498179184,1554.6317927500088
1538.995,1086.00893,893.7858493240451,1557.6444151896512
1542.013,1074.74462,894.0263395412911,1560.6540487852474
1545.029,1053.8208,894.2667999376247,1563.661690757595
1548.043,1042.15205,894.5072303600107,1566.667341101058
1551.055,1038.53234,894.7476306552816,1569.6709998100116
1554.064,1028.27047,894.9879207915062,1572.6716696467863
1557.072,1026.66216,895.2282603295323,1575.6713450689276
1560.077,1022.23636,895.4684893155518,1578.668031605784
1563.08,1016.8032,895.7086874744804,1581.6627264837996
1566.081,1027.46711,895.9488546524699,1584.655429697371
1569.08,1057.65004,896.1889906955402,1587.6461412408974
1572.077,1135.11767,896.4290954495787,1590.6348611087776
1575.071,1240.54546,896.6690885808104,1593.6205920568302
1578.063,1340.941,896.9090500283859,1596.6043313161938
1581.053,1404.72006,897.14897963778,1599.5860788812827
1584.041,1342.95537,897.3888772543361,1602.5658347465153
1587.027,1214.18684,897.6287427232658,1605.5435989063144
1590.011,1076.36206,897.8685758896504,1608.519371355114
1592.993,1005.93954,898.1083765984388,1611.4931520873342
1595.972,974.14799,898.3480642138466,1614.463943852317
1598.949,960.0659,898.5877189751088,1617.4327438877472
1601.925,958.65842,898.8274212934148,1620.4005494350158
1604.898,937.53157,899.067009922906,1623.365365995594
1607.869,930.08284,899.3065652314845,1626.3281908099575
1610.837,943.56316,899.5460063675371,1629.2880266228376
1613.804,944.97236,899.7854945235564,1632.2468679272165
1616.769,953.62664,900.0249488907116,1635.203717468758
1619.731,967.1087,900.2642884878527,1638.157577989435
1622.691,992.66247,900.503593897401,1641.1094467343678
1625.649,1032.09952,900.7428649628381,1644.0593236980274
1628.605,1072.74318,900.9821015275164,1647.0072088748993
1631.559,1114.79585,901.2213034346584,1649.9531022594588
1634.511,1142.56162,901.4604705273575,1652.8970038461998
1637.461,1159.26262,901.6996026485774,1655.8389136296084
1640.409,1142.15927,901.938699641153,1658.7788316041767
1643.354,1122.24027,902.1776801783536,1661.7157605045593
1646.297,1090.45105,902.4166251860247,1664.650697583269
1649.239,1039.34352,902.6556157621932,1667.5846400964963
1652.178,998.29372,902.8944892810613,1670.515593516302
1655.115,975.15277,903.1333267973173,1673.4445550979658
1658.05,956.63848,903.3721281530085,1676.3715248360104
1660.983,945.77116,903.6108931900537,1679.2965027249518
1663.914,963.27774,903.8496217502438,1682.2194887593212
1666.843,1005.53445,904.0883136752411,1685.1404829336414
1669.769,1078.37241,904.3268872492808,1688.058487974381
1672.694,1180.58076,904.5655053852496,1690.9754984113008
1675.616,1273.53572,904.8040047667122,1693.8895197018987
1678.537,1334.70166,905.0425484787506,1696.8025463795825
1681.455,1312.97226,905.2809730322056,1699.7125838982179
1684.371,1245.77247,905.5193599114904,1702.6206295222482
1687.286,1136.92257,905.7577907733913,1705.527680519747
1690.198,1043.1638,905.9961018696093,1708.4317423391415
1693.108,983.80734,906.234374813549,1711.3338122476137
1696.016,938.53418,906.4726094455859,1714.2338902397273
1698.922,897.08458,906.7108056059686,1717.131976310053
1701.825,862.47617,906.9488811030812,1720.027073175126
1704.727,844.16606,907.1869997972427,1722.9211753847126
1707.627,825.65173,907.4250795397343,1725.8132856562522
1710.525,820.6205,907.6631201702999,1728.703403984335
1713.42,797.28043,907.9010393241887,1731.5905330818857
1716.314,789.83479,908.1390012064584,1734.4766675059243
1719.205,766.09008,908.3768412045729,1737.359812686828
1722.095,753.01103,908.6147236959952,1740.2419631852183
1724.982,741.94387,908.8524838952651,1743.1211244278818
1727.867,739.1265,909.0902039320614,1745.9982936928884
1730.751,733.49189,909.3279661086374,1748.8744682619115
1733.632,721.6199,909.5656053801009,1751.7476535563558
1736.511,715.78426,909.8032040052782,1754.6188468569994
1739.389,712.16116,910.0408444156171,1757.4890454482108
1742.264,710.34981,910.2783613067246,1760.3562547460326
1745.137,707.13079,910.5158370666107,1763.2214720339468
1748.008,710.14896,910.7532715333798,1766.0846973065777
1750.877,708.13564,910.9906645450134,1768.9459305585824
1753.744,705.92203,911.2280159393674,1771.8051717845944
1756.609,709.74598,911.4653255541749,1774.662420979266
1759.472,703.91206,911.702593227045,1777.51767813725
1762.333,697.26973,911.9398187954628,1780.3709432531994
1765.192,697.47052,912.1770020967904,1783.2222163217775
1768.049,684.79284,912.414142968266,1786.0714973376435
1770.904,697.27024,912.651241247005,1788.9187862954675
1773.757,700.08919,912.8882967699999,1791.7640831899198
1776.608,692.04013,913.1253093741194,1794.6073880156723
1779.457,688.01565,913.3622788961105,1797.448700767406
1782.304,687.81371,913.5992051725963,1800.2880214397996
1785.148,673.32418,913.8360047555892,1803.1243527235501
1787.991,671.11044,914.072844007197,1805.9596892204436
1790.832,665.47617,914.3096395224333,1808.7930336220656
1793.671,666.28134,914.546391137432,1811.6243859231124
1796.508,661.25133,914.7830986882062,1814.4537461182888
1799.343,654.61084,915.0197620106463,1817.2811142022952
1802.176,660.84963,915.2563809405211,1820.1064901698385
1805.007,665.07554,915.4929553134785,1822.9298740156341
1807.835,658.83618,915.7294013344875,1825.750268423347
1810.662,655.61659,915.9658860567919,1828.56966800891
1813.487,637.10296,916.2023257283901,1831.387075456885
1816.31,644.14527,916.4387201844447,1834.2024907619923
1819.131,649.17648,916.6750692599974,1837.0159139189627
1821.95,644.14667,916.9113727899697,1839.8273449225355
1824.767,645.95836,917.147630609162,1842.6367837674416
1827.582,637.50708,917.3838425522546,1845.4442304484267
1830.395,639.31757,917.6200084538075,1848.2496849602348
1833.206,630.86489,917.8561281482606,1851.0531472976122
